0	133.237
0.650672	76.0228
0.995842	31.3888
0.816923	50.7325
0.695356	221.354
0.61172	38.9066
0.716126	232.09
0.295306	168.238
0.13876	214.648
0.904708	218.236
0.773226	134.729
0.911935	224.72
0.715216	229.386
0.619464	40.9309
0.824649	54.7527
0.988099	33.9304
0.633315	141.575
0.937045	159.858
0.140807	69.7591
0.675898	176.413
0.964418	126.507
0.391887	63.495
0.434135	105.091
0.380994	208.187
0.0308009	175.225
0.189415	143.294
0.730602	90.6064
0.253419	185.52
0.0671089	145.437
0.86521	71.7069
0.272761	124.274
0.97593	65.8706
0.364163	215.771
0.237029	127.653
0.583894	151.162
0.441824	166.139
0.449355	67.1601
0.206859	149.415
0.175611	124.724
0.561334	169.162
0.212414	205.927
0.879586	179.692
0.949093	58.7953
0.662378	39.9148
0.834372	123.37
0.724688	208.416
0.380994	211.504
0.206859	173.286
0.791088	161.611
0.312407	135.343
0.462691	123.859
0.272761	120.521
0.842134	138.804
0.311353	116.785
1	131.357
0.899705	140.794
0.86521	60.2374
0.633315	164.305
0.69995	188.917
0.648431	112.861
0.781277	156.269
0.144819	93.9748
0.483271	111.313
0.370651	147.192
0.411775	125.546
0.689233	199.263
0.102838	165.317
0.0672121	166.784
0.7681	137.726
0.0806097	81.5957
0.282662	163.561
0.332203	148.676
0.102838	176.788
0.212414	188.524
0.19313	119.116
0.786715	194.126
0.118313	92.5981
0.569853	100.328
0.216947	189.991
0.553461	163.468
0.512861	39.753
0.803687	137.592
0.537811	86.0584
0.491867	77.1207
0.0484731	114.216
0.317606	124.86
0.0306977	154.275
0.751598	189.36
0.085978	110.915
0.675898	151.73
0.619464	73.5263
1	56.6251
0.434135	106.801
0.0150992	98.9678
0.879586	195.76
0.162678	96.5805
0.769511	158.177
0.657386	171.239
0.61172	43.0315
0.595322	90.5326
